=== MALATAVADI REJECTED CORRECTIONS DETAIL ===
Plot       | Confidence | Ev Imp     | Shift (m)  | Safeguard                 | Detailed Reason
554        | 0.0839     | 0.0004     | 10.20      | baseline                  | Baseline flagging (area ratio)
555        | 0.7584     | 0.0122     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0122 < 0.035)
556        | 0.7264     | 0.0193     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0193 < 0.035)
557        | 0.3601     | 0.0023     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
558        | 0.8199     | 0.0290     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0290 < 0.035)
559        | 0.3147     | 0.0320     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
56         | 0.1984     | 0.0258     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
560        | 0.4192     | 0.0058     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
562        | 0.7267     | 0.0321     | 10.20      | baseline                  | Baseline flagging (overlap violation)
563        | 0.7797     | 0.0461     | 10.20      | baseline                  | Baseline flagging (overlap violation)
565        | 0.7555     | 0.0202     | 10.20      | baseline                  | Baseline flagging (overlap violation)
566        | 0.3274     | 0.0164     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
567        | 0.1088     | 0.0202     | 10.20      | baseline                  | Baseline flagging (area ratio)
568        | 0.5921     | 0.0438     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
569        | 0.1985     | 0.0396     | 10.20      | baseline                  | Baseline flagging (area ratio)
57         | 0.2483     | 0.0365     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
571        | 0.4278     | 0.0383     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
575        | 0.7941     | 0.0342     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0342 < 0.035)
576        | 0.7279     | 0.0427     | 10.20      | baseline                  | Baseline flagging (overlap violation)
577        | 0.1584     | 0.0382     | 10.20      | baseline                  | Baseline flagging (area ratio)
578        | 0.4699     | 0.0046     | 10.20      | baseline                  | Baseline flagging (overlap violation)
579        | 0.6858     | 0.0205     | 10.20      | baseline                  | Baseline flagging (overlap violation)
58         | 0.4481     | 0.0020     | 10.20      | confidence_threshold      | Low confidence (0.4481 < 0.50)
580        | 0.7341     | 0.0509     | 10.20      | baseline                  | Baseline flagging (overlap violation)
582        | 0.5450     | 0.0237     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0237 < 0.035)
583        | 0.8063     | 0.0220     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0220 < 0.035)
585        | 0.7021     | 0.0055     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0055 < 0.035)
586        | 0.6469     | 0.0128     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0128 < 0.035)
587        | 0.4809     | 0.0181     | 10.20      | confidence_threshold      | Low confidence (0.4809 < 0.50)
589        | 0.3908     | 0.0562     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
59         | 0.4198     | 0.0022     | 10.20      | baseline                  | Baseline flagging (overlap violation)
590        | 0.2085     | 0.0320     | 10.20      | baseline                  | Baseline flagging (area ratio)
591        | 0.1477     | 0.0060     | 10.20      | baseline                  | Baseline flagging (area ratio)
592        | 0.2142     | 0.0105     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
593        | 0.7259     | 0.0138     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0138 < 0.035)
594        | 0.7987     | 0.0063     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0063 < 0.035)
595        | 0.7587     | 0.0256     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0256 < 0.035)
596        | 0.6849     | 0.0198     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0198 < 0.035)
597        | 0.7593     | 0.0025     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0025 < 0.035)
598        | 0.8260     | 0.0091     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0091 < 0.035)
599        | 0.5198     | 0.0455     | 10.20      | baseline                  | Baseline flagging (overlap violation)
6          | 0.2353     | 0.0457     | 10.20      | baseline                  | Baseline flagging (area ratio)
60         | 0.8320     | 0.0308     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0308 < 0.035)
600        | 0.2066     | 0.0268     | 10.20      | baseline                  | Baseline flagging (area ratio)
601        | 0.6917     | 0.0361     | 10.20      | baseline                  | Baseline flagging (overlap violation)
603        | 0.8156     | 0.0208     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0208 < 0.035)
605/A      | 0.1936     | 0.0124     | 10.20      | baseline                  | Baseline flagging (area ratio)
605/B      | 0.2018     | 0.0054     | 10.20      | baseline                  | Baseline flagging (area ratio)
606/A      | 0.1885     | 0.0795     | 10.20      | baseline                  | Baseline flagging (area ratio)
606/B      | 0.1996     | 0.0243     | 10.20      | baseline                  | Baseline flagging (area ratio)
607        | 0.1794     | 0.0458     | 10.20      | baseline                  | Baseline flagging (area ratio)
608        | 0.8481     | 0.0462     | 10.20      | baseline                  | Baseline flagging (overlap violation)
609        | 0.1779     | 0.0469     | 10.20      | baseline                  | Baseline flagging (area ratio)
610        | 0.5187     | 0.0136     | 10.20      | baseline                  | Baseline flagging (overlap violation)
611        | 0.3874     | 0.0319     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
612        | 0.5735     | 0.0211     | 10.20      | baseline                  | Baseline flagging (overlap violation)
613        | 0.5246     | 0.0129     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0129 < 0.035)
614        | 0.2286     | 0.0575     | 10.20      | baseline                  | Baseline flagging (area ratio)
615        | 0.2077     | 0.0718     | 10.20      | baseline                  | Baseline flagging (area ratio)
616        | 0.3071     | 0.0025     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
617        | 0.5726     | 0.0182     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0182 < 0.035)
618        | 0.4694     | 0.0214     | 10.20      | confidence_threshold      | Low confidence (0.4694 < 0.50)
619        | 0.7820     | 0.0238     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0238 < 0.035)
620        | 0.3826     | 0.0140     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
621        | 0.4498     | 0.0205     | 10.20      | baseline                  | Baseline flagging (overlap violation)
622        | 0.2401     | 0.0207     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
623        | 0.4979     | 0.0961     | 10.05      | baseline                  | Baseline flagging (overlap violation)
624        | 0.8329     | 0.0000     | 10.20      | baseline                  | Baseline flagging (overlap violation)
625        | 0.7511     | 0.1559     | 10.05      | baseline                  | Baseline flagging (overlap violation)
626        | 0.4545     | 0.0072     | 10.20      | baseline                  | Baseline flagging (overlap violation)
627        | 0.2886     | 0.0266     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
63         | 0.6892     | 0.0166     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0166 < 0.035)
630        | 0.4444     | 0.1012     | 10.20      | confidence_threshold      | Low confidence (0.4444 < 0.50)
631        | 0.2165     | 0.1012     | 10.20      | baseline                  | Baseline flagging (area ratio)
632        | 0.8265     | 0.0204     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0204 < 0.035)
633        | 0.7210     | 0.0767     | 10.20      | baseline                  | Baseline flagging (overlap violation)
635        | 0.1987     | 0.0221     | 10.20      | baseline                  | Baseline flagging (area ratio)
636        | 0.1993     | 0.0410     | 10.20      | baseline                  | Baseline flagging (area ratio)
637        | 0.2016     | 0.0699     | 10.20      | baseline                  | Baseline flagging (area ratio)
638        | 0.3546     | 0.0214     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
639        | 0.2011     | 0.0319     | 10.20      | baseline                  | Baseline flagging (area ratio)
640        | 0.4202     | 0.0351     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
641        | 0.5722     | 0.0116     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0116 < 0.035)
642        | 0.7528     | 0.0009     | 10.20      | baseline                  | Baseline flagging (overlap violation)
643        | 0.1731     | 0.0042     | 10.20      | baseline                  | Baseline flagging (area ratio)
644        | 0.3522     | 0.0083     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
645        | 0.5135     | 0.0119     | 10.20      | baseline                  | Baseline flagging (overlap violation)
646        | 0.8299     | 0.0375     | 10.20      | baseline                  | Baseline flagging (overlap violation)
647        | 0.1573     | 0.0356     | 10.20      | baseline                  | Baseline flagging (area ratio)
648        | 0.1991     | 0.0172     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
649/A      | 0.1545     | 0.0511     | 10.20      | baseline                  | Baseline flagging (area ratio)
649/B      | 0.3129     | 0.0221     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
65         | 0.7307     | 0.0517     | 10.20      | baseline                  | Baseline flagging (overlap violation)
650        | 0.1856     | 0.0348     | 10.20      | baseline                  | Baseline flagging (area ratio)
651/A      | 0.2195     | 0.0382     | 10.20      | baseline                  | Baseline flagging (area ratio)
651/B      | 0.2058     | 0.0524     | 10.20      | baseline                  | Baseline flagging (area ratio)
652        | 0.5416     | 0.0106     | 10.20      | baseline                  | Baseline flagging (overlap violation)
653        | 0.6176     | 0.0043     | 10.20      | baseline                  | Baseline flagging (overlap violation)
654        | 0.2058     | 0.1213     | 10.20      | baseline                  | Baseline flagging (area ratio)
655        | 0.2076     | 0.0859     | 10.20      | baseline                  | Baseline flagging (area ratio)
656        | 0.6411     | 0.0374     | 10.20      | baseline                  | Baseline flagging (overlap violation)
657        | 0.8108     | 0.0159     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0159 < 0.035)
658        | 0.7473     | 0.0491     | 10.20      | baseline                  | Baseline flagging (overlap violation)
659        | 0.4945     | 0.0565     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
66         | 0.3665     | 0.0350     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
660        | 0.4938     | 0.0056     | 10.20      | baseline                  | Baseline flagging (overlap violation)
661        | 0.4026     | 0.0238     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
662        | 0.7673     | 0.0203     | 10.20      | baseline                  | Baseline flagging (overlap violation)
663        | 0.3410     | 0.0341     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
664/B      | 0.1989     | 0.0330     | 10.20      | baseline                  | Baseline flagging (area ratio)
665/A      | 0.1829     | 0.0119     | 10.20      | baseline                  | Baseline flagging (area ratio)
665/B      | 0.1541     | 0.0166     | 10.20      | baseline                  | Baseline flagging (area ratio)
666        | 0.2116     | 0.0152     | 10.20      | baseline                  | Baseline flagging (area ratio)
667        | 0.1989     | 0.0597     | 10.20      | baseline                  | Baseline flagging (area ratio)
668        | 0.1865     | 0.0011     | 10.20      | baseline                  | Baseline flagging (area ratio)
669        | 0.7540     | 0.0012     | 10.20      | baseline                  | Baseline flagging (overlap violation)
670        | 0.8409     | 0.0141     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0141 < 0.035)
671        | 0.4793     | 0.0408     | 10.20      | baseline                  | Baseline flagging (overlap violation)
672        | 0.2108     | 0.0455     | 10.20      | baseline                  | Baseline flagging (area ratio)
674        | 0.2046     | 0.0207     | 10.20      | baseline                  | Baseline flagging (area ratio)
675        | 0.5854     | 0.0138     | 10.20      | baseline                  | Baseline flagging (overlap violation)
676        | 0.8181     | 0.0189     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0189 < 0.035)
677        | 0.1933     | 0.0312     | 10.20      | baseline                  | Baseline flagging (area ratio)
678        | 0.1673     | 0.0338     | 10.20      | baseline                  | Baseline flagging (area ratio)
679        | 0.2041     | 0.0095     | 10.20      | baseline                  | Baseline flagging (area ratio)
68         | 0.1908     | 0.0355     | 10.20      | baseline                  | Baseline flagging (area ratio)
680        | 0.2792     | 0.0264     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
681        | 0.7771     | 0.0066     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0066 < 0.035)
682        | 0.5114     | 0.0046     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
683        | 0.5572     | 0.0184     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0184 < 0.035)
685        | 0.8202     | 0.0315     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0315 < 0.035)
689        | 0.8185     | 0.0215     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0215 < 0.035)
69         | 0.1819     | 0.0091     | 10.20      | baseline                  | Baseline flagging (area ratio)
691        | 0.7400     | 0.0278     | 10.20      | baseline                  | Baseline flagging (overlap violation)
693        | 0.7967     | 0.0064     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0064 < 0.035)
694        | 0.7111     | 0.0059     | 10.20      | baseline                  | Baseline flagging (overlap violation)
695        | 0.6847     | 0.0256     | 10.20      | baseline                  | Baseline flagging (overlap violation)
696        | 0.7492     | 0.0312     | 10.20      | baseline                  | Baseline flagging (overlap violation)
697        | 0.8139     | 0.0230     | 10.20      | baseline                  | Baseline flagging (overlap violation)
698        | 0.1748     | 0.0318     | 10.20      | baseline                  | Baseline flagging (area ratio)
699        | 0.1817     | 0.0106     | 10.20      | baseline                  | Baseline flagging (area ratio)
7          | 0.2344     | 0.0211     | 10.20      | baseline                  | Baseline flagging (area ratio)
70         | 0.1752     | 0.0027     | 10.20      | baseline                  | Baseline flagging (area ratio)
700        | 0.1820     | 0.0098     | 10.20      | baseline                  | Baseline flagging (area ratio)
701        | 0.5095     | 0.0000     | 10.20      | baseline                  | Baseline flagging (overlap violation)
702        | 0.6490     | 0.0057     | 10.20      | baseline                  | Baseline flagging (overlap violation)
703        | 0.5963     | 0.0172     | 10.20      | baseline                  | Baseline flagging (overlap violation)
704        | 0.6176     | 0.0190     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0190 < 0.035)
705        | 0.6550     | 0.0123     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0123 < 0.035)
706        | 0.1747     | 0.0145     | 10.20      | baseline                  | Baseline flagging (area ratio)
708        | 0.7046     | 0.0195     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0195 < 0.035)
709        | 0.5575     | 0.0234     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0234 < 0.035)
71         | 0.3595     | 0.0012     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
710        | 0.8281     | 0.0275     | 10.20      | baseline                  | Baseline flagging (overlap violation)
712        | 0.7732     | 0.0177     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0177 < 0.035)
714        | 0.8006     | 0.0107     | 10.20      | baseline                  | Baseline flagging (overlap violation)
715        | 0.6363     | 0.0264     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0264 < 0.035)
717        | 0.6644     | 0.0189     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0189 < 0.035)
718        | 0.8312     | 0.0254     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0254 < 0.035)
719        | 0.7297     | 0.0121     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0121 < 0.035)
72         | 0.6272     | 0.0106     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0106 < 0.035)
720        | 0.6122     | 0.0449     | 10.20      | baseline                  | Baseline flagging (overlap violation)
721        | 0.6450     | 0.0093     | 10.20      | baseline                  | Baseline flagging (overlap violation)
722        | 0.2000     | 0.0216     | 10.20      | baseline                  | Baseline flagging (area ratio)
723        | 0.8283     | 0.0323     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0323 < 0.035)
724        | 0.7892     | 0.0319     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0319 < 0.035)
727        | 0.7760     | 0.0210     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0210 < 0.035)
73         | 0.1739     | 0.0005     | 10.20      | baseline                  | Baseline flagging (area ratio)
730        | 0.6858     | 0.0204     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0204 < 0.035)
731        | 0.2085     | 0.0149     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
732        | 0.5923     | 0.0130     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0130 < 0.035)
733        | 0.5450     | 0.0084     | 10.20      | baseline                  | Baseline flagging (overlap violation)
734        | 0.2195     | 0.0181     | 10.20      | baseline                  | Baseline flagging (area ratio)
735        | 0.7753     | 0.0076     | 10.20      | baseline                  | Baseline flagging (overlap violation)
736        | 0.4705     | 0.0164     | 10.20      | confidence_threshold      | Low confidence (0.4705 < 0.50)
737        | 0.8540     | 0.0173     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0173 < 0.035)
738        | 0.3922     | 0.0382     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
74         | 0.8192     | 0.0000     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0000 < 0.035)
740        | 0.8516     | 0.0236     | 10.20      | baseline                  | Baseline flagging (overlap violation)
741        | 0.3491     | 0.0315     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
742        | 0.5043     | 0.0000     | 10.20      | baseline                  | Baseline flagging (overlap violation)
743        | 0.7489     | 0.0416     | 10.44      | baseline                  | Baseline flagging (overlap violation)
744        | 0.2208     | 0.1058     | 10.77      | baseline                  | Baseline flagging (area ratio)
745        | 0.2247     | 0.2109     | 10.44      | baseline                  | Baseline flagging (area ratio)
746        | 0.4921     | 0.0872     | 10.44      | baseline                  | Baseline flagging (overlap violation)
747        | 0.2135     | 0.1174     | 10.44      | baseline                  | Baseline flagging (area ratio)
748        | 0.1993     | 0.0512     | 10.20      | baseline                  | Baseline flagging (area ratio)
749        | 0.2145     | 0.0341     | 10.20      | baseline                  | Baseline flagging (area ratio)
75         | 0.1906     | 0.0024     | 10.20      | baseline                  | Baseline flagging (area ratio)
750        | 0.2835     | 0.0053     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
751        | 0.3221     | 0.0231     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
752        | 0.4469     | 0.0843     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
753        | 0.2059     | 0.0845     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
754        | 0.1572     | 0.0112     | 10.20      | baseline                  | Baseline flagging (area ratio)
755        | 0.2355     | 0.0270     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
756        | 0.5620     | 0.0197     | 10.20      | baseline                  | Baseline flagging (overlap violation)
757        | 0.6885     | 0.0109     | 9.22       | evidence_threshold        | Insufficient evidence improvement (0.0109 < 0.035)
758        | 0.1857     | 0.0111     | 10.20      | baseline                  | Baseline flagging (area ratio)
759        | 0.2014     | 0.0187     | 10.20      | baseline                  | Baseline flagging (area ratio)
76         | 0.6638     | 0.0088     | 10.20      | baseline                  | Baseline flagging (overlap violation)
760        | 0.7879     | 0.0280     | 10.20      | baseline                  | Baseline flagging (overlap violation)
761        | 0.4041     | 0.0308     | 9.22       | baseline                  | Baseline flagging (alignment ambiguous)
762        | 0.8024     | 0.0672     | 9.22       | baseline                  | Baseline flagging (overlap violation)
763        | 0.1096     | 0.1373     | 8.25       | baseline                  | Baseline flagging (area ratio)
764        | 0.4278     | 0.0210     | 8.25       | baseline                  | Baseline flagging (overlap violation)
765        | 0.1292     | 0.0022     | 8.25       | baseline                  | Baseline flagging (area ratio)
767        | 0.3385     | 0.0134     | 9.22       | baseline                  | Baseline flagging (low legacy conf)
768        | 0.1403     | 0.0298     | 9.22       | baseline                  | Baseline flagging (area ratio)
77         | 0.3527     | 0.0165     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
770        | 0.2135     | 0.0895     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
771        | 0.5625     | 0.0284     | 10.20      | baseline                  | Baseline flagging (overlap violation)
772        | 0.4404     | 0.0578     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
773        | 0.2138     | 0.0413     | 10.20      | baseline                  | Baseline flagging (area ratio)
774        | 0.2236     | 0.0385     | 10.20      | baseline                  | Baseline flagging (area ratio)
775        | 0.2157     | 0.0553     | 10.20      | baseline                  | Baseline flagging (area ratio)
776        | 0.2113     | 0.0469     | 10.20      | baseline                  | Baseline flagging (area ratio)
777        | 0.2110     | 0.0451     | 10.20      | baseline                  | Baseline flagging (area ratio)
778        | 0.6880     | 0.0215     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0215 < 0.035)
779        | 0.6097     | 0.0000     | 10.20      | baseline                  | Baseline flagging (overlap violation)
78         | 0.4968     | 0.0000     | 10.20      | baseline                  | Baseline flagging (overlap violation)
780        | 0.4667     | 0.0684     | 10.20      | baseline                  | Baseline flagging (overlap violation)
781        | 0.3364     | 0.0353     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
782        | 0.6915     | 0.0130     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0130 < 0.035)
783        | 0.4256     | 0.0291     | 10.20      | baseline                  | Baseline flagging (overlap violation)
784        | 0.5178     | 0.0211     | 10.05      | evidence_threshold        | Insufficient evidence improvement (0.0211 < 0.035)
785        | 0.6038     | 0.0004     | 10.05      | evidence_threshold        | Insufficient evidence improvement (0.0004 < 0.035)
787        | 0.8171     | 0.0291     | 10.20      | baseline                  | Baseline flagging (overlap violation)
788        | 0.8240     | 0.1447     | 10.20      | baseline                  | Baseline flagging (overlap violation)
789        | 0.2161     | 0.0323     | 10.20      | baseline                  | Baseline flagging (area ratio)
79         | 0.4244     | 0.0044     | 10.20      | confidence_threshold      | Low confidence (0.4244 < 0.50)
790        | 0.7805     | 0.0204     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0204 < 0.035)
791        | 0.8382     | 0.0013     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0013 < 0.035)
792        | 0.6038     | 0.0290     | 10.20      | baseline                  | Baseline flagging (overlap violation)
793        | 0.7132     | 0.0895     | 10.20      | baseline                  | Baseline flagging (overlap violation)
794        | 0.2293     | 0.0550     | 10.20      | baseline                  | Baseline flagging (area ratio)
795        | 0.3889     | 0.0472     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
796        | 0.7063     | 0.0694     | 10.20      | baseline                  | Baseline flagging (overlap violation)
797        | 0.6674     | 0.1172     | 10.05      | baseline                  | Baseline flagging (overlap violation)
798        | 0.2108     | 0.1284     | 10.20      | baseline                  | Baseline flagging (area ratio)
799        | 0.2415     | 0.1061     | 10.20      | baseline                  | Baseline flagging (area ratio)
8          | 0.2357     | 0.1508     | 10.20      | baseline                  | Baseline flagging (area ratio)
80         | 0.7342     | 0.0061     | 10.20      | baseline                  | Baseline flagging (overlap violation)
800        | 0.2361     | 0.1358     | 10.20      | baseline                  | Baseline flagging (area ratio)
801        | 0.2115     | 0.0109     | 10.20      | baseline                  | Baseline flagging (area ratio)
802        | 0.2309     | 0.1432     | 10.20      | baseline                  | Baseline flagging (area ratio)
803        | 0.2272     | 0.1213     | 10.20      | baseline                  | Baseline flagging (area ratio)
804        | 0.2918     | 0.0252     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
805        | 0.8476     | 0.0104     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0104 < 0.035)
806        | 0.1668     | 0.1562     | 10.20      | baseline                  | Baseline flagging (area ratio)
807        | 0.3133     | 0.0364     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
808        | 0.5899     | 0.0155     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0155 < 0.035)
809        | 0.7695     | 0.0518     | 10.20      | baseline                  | Baseline flagging (overlap violation)
81         | 0.4158     | 0.0007     | 10.20      | confidence_threshold      | Low confidence (0.4158 < 0.50)
810        | 0.5183     | 0.0758     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
811        | 0.8375     | 0.0362     | 10.20      | baseline                  | Baseline flagging (overlap violation)
812        | 0.7671     | 0.0200     | 10.20      | baseline                  | Baseline flagging (overlap violation)
813        | 0.2141     | 0.0387     | 10.20      | baseline                  | Baseline flagging (area ratio)
814        | 0.2101     | 0.0524     | 10.20      | baseline                  | Baseline flagging (area ratio)
815        | 0.6984     | 0.0281     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0281 < 0.035)
816        | 0.2184     | 0.0241     | 10.20      | baseline                  | Baseline flagging (area ratio)
817        | 0.5836     | 0.0061     | 10.20      | baseline                  | Baseline flagging (overlap violation)
818        | 0.7165     | 0.0291     | 10.44      | baseline                  | Baseline flagging (overlap violation)
819        | 0.3642     | 0.0137     | 10.44      | confidence_threshold      | Low confidence (0.3642 < 0.50)
82         | 0.1931     | 0.0161     | 10.20      | baseline                  | Baseline flagging (area ratio)
820        | 0.1722     | 0.0301     | 10.44      | baseline                  | Baseline flagging (low legacy conf)
821        | 0.1946     | 0.0674     | 10.20      | baseline                  | Baseline flagging (area ratio)
823        | 0.4117     | 0.0572     | 10.20      | baseline                  | Baseline flagging (overlap violation)
824        | 0.3131     | 0.0806     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
825        | 0.1955     | 0.0713     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
826        | 0.7806     | 0.0388     | 10.20      | baseline                  | Baseline flagging (overlap violation)
827        | 0.5306     | 0.0306     | 10.20      | baseline                  | Baseline flagging (overlap violation)
828        | 0.3794     | 0.0501     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
829        | 0.2123     | 0.1383     | 10.20      | baseline                  | Baseline flagging (area ratio)
83         | 0.8033     | 0.0000     | 10.20      | baseline                  | Baseline flagging (overlap violation)
830        | 0.2144     | 0.0559     | 10.20      | baseline                  | Baseline flagging (area ratio)
831        | 0.2101     | 0.0273     | 10.20      | baseline                  | Baseline flagging (area ratio)
832        | 0.1992     | 0.0416     | 10.20      | baseline                  | Baseline flagging (area ratio)
834        | 0.6204     | 0.0341     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0341 < 0.035)
835        | 0.8105     | 0.0250     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0250 < 0.035)
836        | 0.4900     | 0.0355     | 10.20      | baseline                  | Baseline flagging (overlap violation)
837        | 0.2230     | 0.0386     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
838        | 0.1796     | 0.0000     | 10.20      | baseline                  | Baseline flagging (area ratio)
839        | 0.1897     | 0.0352     | 10.20      | baseline                  | Baseline flagging (area ratio)
84         | 0.1862     | 0.0520     | 10.20      | baseline                  | Baseline flagging (area ratio)
840        | 0.6438     | 0.0541     | 10.20      | baseline                  | Baseline flagging (overlap violation)
841/A      | 0.1397     | 0.0645     | 10.20      | baseline                  | Baseline flagging (area ratio)
841/B      | 0.1414     | 0.0597     | 10.20      | baseline                  | Baseline flagging (area ratio)
842        | 0.1727     | 0.0414     | 10.20      | baseline                  | Baseline flagging (area ratio)
843        | 0.1950     | 0.0436     | 10.20      | baseline                  | Baseline flagging (area ratio)
844        | 0.2142     | 0.0680     | 10.20      | baseline                  | Baseline flagging (area ratio)
845        | 0.6213     | 0.0143     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0143 < 0.035)
846        | 0.1325     | 0.0183     | 10.20      | baseline                  | Baseline flagging (area ratio)
847        | 0.5900     | 0.0517     | 10.20      | baseline                  | Baseline flagging (overlap violation)
847/B      | 0.1698     | 0.0129     | 10.20      | baseline                  | Baseline flagging (area ratio)
848        | 0.5170     | 0.0604     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
849/A      | 0.1287     | 0.0220     | 10.20      | baseline                  | Baseline flagging (area ratio)
849/B      | 0.2162     | 0.0273     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
850        | 0.5232     | 0.0112     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
851        | 0.1439     | 0.0191     | 10.20      | baseline                  | Baseline flagging (area ratio)
